"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"2548752","未销户贷记卡信息汇总","1","1","1","7000.00","7000.00","7000.00","","2822.00","2175.00"
"2543168","未结清贷款信息汇总","3","4","12","16465.00","","","10816.00","","1253.00"
"2543168","未销户贷记卡信息汇总","3","3","4","12001.00","7000.00","1.00","","12142.00","11847.00"
"2543962","未结清贷款信息汇总","2","2","2","9200.00","","","6034.00","","419.00"
"2543962","未销户贷记卡信息汇总","2","2","4","20500.00","18000.00","2500.00","","17871.00","13806.00"
"2544787","未销户贷记卡信息汇总","2","2","3","9000.00","9000.00","0.00","","1514.00","566.00"
"2547254","未结清贷款信息汇总","4","4","5","17250.00","","","13331.00","","827.00"
"2547254","未销户贷记卡信息汇总","1","1","1","7000.00","7000.00","7000.00","","5939.00","4653.00"
"2537650","未结清贷款信息汇总","2","2","2","60000.00","","","57500.00","","772.00"
"2537650","未销户贷记卡信息汇总","3","3","4","14000.00","12412.00","0.00","","13503.00","11117.00"
"2537662","未结清贷款信息汇总","3","3","3","75069.00","","","72411.00","","1345.00"
"2537662","未销户贷记卡信息汇总","2","2","4","15000.00","12000.00","3000.00","","15293.00","12629.00"
"2544000","未结清贷款信息汇总","5","5","5","32233.00","","","28646.00","","3937.00"
"2544000","未销户贷记卡信息汇总","5","5","7","37500.00","20031.00","0.00","","34346.00","27005.00"
"2548099","未结清贷款信息汇总","4","4","4","6000.00","","","5550.00","","127.00"
"2548099","未销户贷记卡信息汇总","3","3","3","12000.00","8000.00","2000.00","","11273.00","11776.00"
"2548111","未结清贷款信息汇总","6","7","7","20065.00","","","15896.00","","4283.00"
"2548111","未销户贷记卡信息汇总","9","9","10","165611.00","41111.00","2000.00","","103637.00","100234.00"
"2537701","未结清贷款信息汇总","6","7","10","119276.00","","","84387.00","","4055.00"
"2537701","未销户贷记卡信息汇总","5","5","6","38000.00","10000.00","5000.00","","38494.00","36242.00"
"2544100","未结清贷款信息汇总","5","5","7","106265.00","","","86700.00","","13254.00"
"2544100","未销户贷记卡信息汇总","8","8","12","161934.00","50000.00","1.00","","116761.00","116178.00"
"2545701","未结清贷款信息汇总","5","5","6","651258.00","","","541290.00","","17744.00"
"2545701","未销户贷记卡信息汇总","11","11","13","178555.00","46555.00","0.00","","55804.00","47167.00"
"2547363","未结清贷款信息汇总","5","5","10","15768.00","","","11835.00","","796.00"
"2547363","未销户贷记卡信息汇总","5","5","9","37000.00","12000.00","5000.00","","38571.00","37639.00"
"2549690","未结清贷款信息汇总","7","8","11","168823.00","","","146512.00","","5552.00"
"2549690","未销户贷记卡信息汇总","10","10","21","120967.00","45667.00","2000.00","","98550.00","98569.00"
"2539403","未结清贷款信息汇总","4","4","7","29000.00","","","25809.00","","1499.00"
"2539403","未销户贷记卡信息汇总","3","3","5","29492.00","19000.00","2000.00","","17585.00","10990.00"
"2540170","未结清贷款信息汇总","3","3","3","18700.00","","","14916.00","","1340.00"
"2540170","未销户贷记卡信息汇总","10","10","13","289500.00","50000.00","500.00","","185089.00","138919.00"
"2540170","未销户准贷记卡信息汇总","1","1","1","0.00","5000.00","5000.00","","0.00","0.00"
"2542480","未结清贷款信息汇总","1","1","2","11488.00","","","10668.00","","243.00"
"2542480","未销户贷记卡信息汇总","2","2","3","2000.00","2000.00","0.00","","0.00","748.00"
"2544127","未销户贷记卡信息汇总","3","3","5","13000.00","8000.00","3000.00","","9202.00","9667.00"
"2545800","未销户贷记卡信息汇总","2","2","2","2500.00","2000.00","500.00","","647.00","519.00"
"2546558","未结清贷款信息汇总","2","2","3","26750.00","","","26361.00","","106.00"
"2546558","未销户贷记卡信息汇总","6","6","8","62000.00","11000.00","500.00","","9511.00","11900.00"
"2538632","未结清贷款信息汇总","6","6","8","211757.00","","","193922.00","","7360.00"
"2538632","未销户贷记卡信息汇总","8","8","16","211000.00","50000.00","2000.00","","164627.00","105240.00"
"2541020","未结清贷款信息汇总","1","1","1","17000.00","","","14000.00","","851.00"
"2541020","未销户贷记卡信息汇总","2","2","4","56676.00","30255.00","11000.00","","3816.00","5199.00"
"2541020","未销户准贷记卡信息汇总","1","1","1","10.00","0.00","0.00","","0.00","0.00"
"2547508","未结清贷款信息汇总","6","6","8","48802.00","","","36412.00","","2843.00"
"2547508","未销户贷记卡信息汇总","4","4","5","48000.00","17000.00","10000.00","","56307.00","34335.00"
"2545937","未结清贷款信息汇总","12","14","59","105542.00","","","70282.00","","10445.00"
"2545937","未销户贷记卡信息汇总","9","9","19","224300.00","60000.00","2000.00","","161894.00","168978.00"
"2547594","未结清贷款信息汇总","4","4","6","113461.00","","","107639.00","","2071.00"
"2547594","未销户贷记卡信息汇总","4","4","6","27000.00","11475.00","3000.00","","27488.00","27083.00"
"2548344","未销户贷记卡信息汇总","1","1","1","7000.00","7000.00","7000.00","","5666.00","6678.00"
"2538792","未结清贷款信息汇总","2","2","2","134000.00","","","119723.00","","1267.00"
"2538792","未销户贷记卡信息汇总","7","7","9","98000.00","46000.00","1000.00","","39751.00","45473.00"
"2545170","未结清贷款信息汇总","3","3","3","22157.00","","","20470.00","","923.00"
"2545170","未销户贷记卡信息汇总","2","2","2","20000.00","10000.00","10000.00","","19998.00","16276.00"
"2551513","未结清贷款信息汇总","2","2","3","7500.00","","","6523.00","","553.00"
"2551513","未销户贷记卡信息汇总","3","3","3","20000.00","12000.00","3000.00","","17781.00","10643.00"
"2551538","未结清贷款信息汇总","2","2","2","7000.00","","","5896.00","","161.00"
"2557064","未结清贷款信息汇总","2","2","3","5255.00","","","4801.00","","188.00"
"2557064","未销户贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","5521.00","5799.00"
"2557827","未销户贷记卡信息汇总","3","3","3","27000.00","12000.00","5000.00","","26977.00","28071.00"
"2559410","未销户贷记卡信息汇总","1","1","3","4500.00","4714.00","4714.00","","4492.00","3976.00"
"2560246","未结清贷款信息汇总","1","1","1","3245.00","","","2240.00","","132.00"
"2560246","未销户贷记卡信息汇总","2","2","3","8000.00","5000.00","3000.00","","7484.00","7847.00"
"2560249","未销户贷记卡信息汇总","3","3","4","75675.00","30000.00","1.00","","12523.00","19228.00"
"2561088","未结清贷款信息汇总","4","4","6","43226.00","","","38556.00","","1349.00"
"2561088","未销户贷记卡信息汇总","5","5","7","150600.00","103307.00","2000.00","","140208.00","138141.00"
"2561891","未结清贷款信息汇总","4","4","5","399500.00","","","388735.00","","4606.00"
"2561891","未销户贷记卡信息汇总","7","7","7","101000.00","35000.00","0.00","","106815.00","87106.00"
"2561899","未结清贷款信息汇总","3","3","23","426999.00","","","399642.00","","4313.00"
"2561899","未销户贷记卡信息汇总","6","6","9","72125.00","20000.00","6000.00","","72046.00","68588.00"
"2551538","未销户贷记卡信息汇总","3","3","4","29000.00","10000.00","9000.00","","13743.00","10295.00"
"2560298","未结清贷款信息汇总","4","4","4","24063.00","","","19979.00","","3160.00"
"2560298","未销户贷记卡信息汇总","6","6","8","94000.00","20000.00","8000.00","","78265.00","72112.00"
"2560316","未销户贷记卡信息汇总","3","3","3","46000.00","40000.00","1000.00","","45067.00","44606.00"
"2560335","未结清贷款信息汇总","4","4","16","25015.00","","","17311.00","","1951.00"
"2560335","未销户贷记卡信息汇总","1","1","2","45000.00","45000.00","45000.00","","40492.00","32203.00"
"2550837","未结清贷款信息汇总","2","2","2","36000.00","","","32970.00","","2573.00"
"2550837","未销户贷记卡信息汇总","5","5","10","58002.00","30000.00","1.00","","57274.00","56971.00"
"2553208","未结清贷款信息汇总","3","3","3","64831.00","","","62760.00","","257.00"
"2553208","未销户贷记卡信息汇总","3","3","4","144111.00","99444.00","5000.00","","135243.00","107791.00"
"2560382","未结清贷款信息汇总","1","1","1","2000.00","","","2000.00","","0.00"
"2560382","未销户贷记卡信息汇总","2","2","3","31000.00","21000.00","10000.00","","21974.00","18463.00"
"2554080","未销户贷记卡信息汇总","2","2","3","15000.00","8000.00","7000.00","","0.00","0.00"
"2555694","未结清贷款信息汇总","1","1","1","2300.00","","","778.00","","526.00"
"2555694","未销户贷记卡信息汇总","3","3","5","20500.00","12000.00","3500.00","","17823.00","8618.00"
"2551732","未结清贷款信息汇总","4","4","6","110600.00","","","94857.00","","5020.00"
"2551732","未销户贷记卡信息汇总","8","8","12","125611.00","41000.00","5000.00","","80378.00","81555.00"
"2553311","未结清贷款信息汇总","1","1","1","725.00","","","0.00","","80.00"
"2553311","未销户贷记卡信息汇总","7","7","16","75500.00","18000.00","1500.00","","74683.00","75033.00"
"2553344","未结清贷款信息汇总","1","1","1","1525.00","","","1525.00","","0.00"
"2553344","未销户贷记卡信息汇总","6","6","9","89800.00","24000.00","200.00","","60476.00","63403.00"
"2554146","未结清贷款信息汇总","3","3","4","548000.00","","","540648.00","","4014.00"
"2554146","未销户贷记卡信息汇总","8","8","11","286500.00","148500.00","4000.00","","102844.00","95282.00"
"2558832","未结清贷款信息汇总","1","1","6","274147.00","","","227364.00","","2320.00"
"2558832","未销户贷记卡信息汇总","3","3","5","50500.00","45000.00","500.00","","885.00","1403.00"
"2559648","未结清贷款信息汇总","2","2","2","14000.00","","","12747.00","","386.00"
"2559648","未销户贷记卡信息汇总","4","4","6","54000.00","22000.00","5000.00","","34711.00","33012.00"
"2552621","未结清贷款信息汇总","4","4","19","24885.00","","","17407.00","","1478.00"
"2554176","未结清贷款信息汇总","2","2","3","11800.00","","","10095.00","","1849.00"
"2554176","未销户贷记卡信息汇总","3","3","4","26000.00","24000.00","0.00","","21433.00","26150.00"
"2554983","未销户贷记卡信息汇总","1","1","1","600.00","600.00","600.00","","0.00","0.00"
"2554991","未结清贷款信息汇总","2","2","6","13000.00","","","10105.00","","358.00"
"2554991","未销户贷记卡信息汇总","6","6","14","50000.00","10418.00","3000.00","","25362.00","25499.00"
"2557328","未结清贷款信息汇总","6","6","9","362292.00","","","344479.00","","6836.00"
"2557328","未销户贷记卡信息汇总","4","4","5","127100.00","60000.00","19100.00","","46527.00","30502.00"
"2562171","未结清贷款信息汇总","2","2","3","19493.00","","","9463.00","","540.00"
"2562171","未销户贷记卡信息汇总","6","6","8","49900.00","20000.00","200.00","","44294.00","38063.00"
"2552621","未销户贷记卡信息汇总","3","3","5","19000.00","10000.00","2040.00","","10113.00","11805.00"
"2556584","未销户贷记卡信息汇总","1","1","1","30000.00","30000.00","30000.00","","19977.00","14061.00"
"2559756","未结清贷款信息汇总","4","4","4","267500.00","","","267500.00","","2212.00"
"2559756","未销户贷记卡信息汇总","2","2","2","6000.00","3000.00","3000.00","","3361.00","3306.00"
"2559764","未销户贷记卡信息汇总","5","5","6","49510.00","42500.00","0.00","","44035.00","33859.00"
"2551880","未结清贷款信息汇总","5","5","6","26183.00","","","25296.00","","1184.00"
"2551880","未销户贷记卡信息汇总","7","7","12","53821.00","25000.00","10.00","","48627.00","52034.00"
"2554265","未结清贷款信息汇总","2","2","2","3500.00","","","2000.00","","1030.00"
"2554265","未销户贷记卡信息汇总","1","2","2","5000.00","10000.00","5000.00","","0.00","0.00"
"2551115","未销户贷记卡信息汇总","8","8","9","156155.00","36000.00","5000.00","","118442.00","109846.00"
"2551145","未结清贷款信息汇总","4","4","4","469200.00","","","389663.00","","6285.00"
"2551145","未销户贷记卡信息汇总","3","3","5","60000.00","30000.00","12000.00","","29933.00","39969.00"
"2552732","未结清贷款信息汇总","1","1","1","2500.00","","","2500.00","","0.00"
"2552732","未销户贷记卡信息汇总","5","5","7","27001.00","15000.00","1.00","","7124.00","8352.00"
"2552757","未结清贷款信息汇总","1","1","6","11900.00","","","11900.00","","0.00"
"2552757","未销户贷记卡信息汇总","6","6","11","122278.00","40500.00","5000.00","","70685.00","68898.00"
"2555137","未结清贷款信息汇总","1","1","1","8000.00","","","8000.00","","0.00"
"2555137","未销户贷记卡信息汇总","3","3","12","34000.00","20000.00","4000.00","","32711.00","26733.00"
"2560696","未结清贷款信息汇总","1","1","1","1400.00","","","1167.00","","88.00"
"2560696","未销户贷记卡信息汇总","10","10","13","139501.00","40000.00","1.00","","53603.00","48656.00"
"2551953","未销户贷记卡信息汇总","1","1","2","56000.00","56000.00","56000.00","","21389.00","21768.00"
"2551973","未结清贷款信息汇总","2","2","2","11100.00","","","11100.00","","138.00"
"2551973","未销户贷记卡信息汇总","1","1","1","15000.00","15000.00","15000.00","","15000.00","15000.00"
"2553590","未结清贷款信息汇总","2","2","2","9000.00","","","8005.00","","505.00"
"2553590","未销户贷记卡信息汇总","2","2","4","54000.00","34000.00","20000.00","","55362.00","56019.00"
"2555200","未结清贷款信息汇总","5","5","5","24658.00","","","21117.00","","4678.00"
"2555200","未销户贷记卡信息汇总","7","7","14","105649.00","38000.00","1000.00","","104484.00","101825.00"
"2560719","未结清贷款信息汇总","3","3","4","11499.00","","","10672.00","","206.00"
"2560719","未销户贷记卡信息汇总","1","1","18","10000.00","12581.00","12581.00","","3722.00","3953.00"
"2552041","未结清贷款信息汇总","2","2","3","8998.00","","","6660.00","","660.00"
"2552041","未销户贷记卡信息汇总","1","1","1","13000.00","13000.00","13000.00","","12863.00","11247.00"
"2553620","未结清贷款信息汇总","4","4","4","978000.00","","","966582.00","","8075.00"
"2553620","未销户贷记卡信息汇总","3","3","5","130000.00","50000.00","32000.00","","70566.00","59203.00"
"2556040","未结清贷款信息汇总","1","1","1","1500.00","","","1500.00","","0.00"
"2556040","未销户贷记卡信息汇总","2","2","5","12000.00","10000.00","2000.00","","11783.00","11348.00"
"2559920","未结清贷款信息汇总","1","1","1","7200.00","","","7183.00","","490.00"
"2559920","未销户贷记卡信息汇总","6","6","17","120400.00","86700.00","2114.00","","29954.00","33418.00"
"2559920","未销户准贷记卡信息汇总","1","1","1","0.00","2000.00","2000.00","","0.00","0.00"
